 NO,BULAN,TGL BAGI WO,NAMA PELANGGAN,STO,KETERANGAN,MITRA, SEGMEN,PAKET,AREA
8,JANUARI,17/01/2024,PCN MR DIY XWAY,WJA,a. PS,BTO,DBS,50 MBPS,METRO
9,JANUARI,17/01/2024,Tehnic computer,KOT,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
10,JANUARI,17/01/2024,PT TANGGAMUS MITRA MEDIA   ,TGP,a. PS,BTO,DBS,300 MBPS,PRINGSEWU
11,JANUARI,17/01/2024,PTSP,KOT,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
12,JANUARI,22/01/2024,SD NEGERI 1 METRO UTARA,MET,a. PS,BTO,DBS,150 MBPS,METRO
3,JANUARI,18/01/2024,SEKRETARIAT PROV LAMPUNG  ,TJK,e. CANCEL,KPU,DGS,50 MBPS,INNER
4,JANUARI,18/01/2024,KEDAI KOPI PELAYAN HATI,MET,e. CANCEL,BTO,DBS,100 MBPS,METRO
3,JANUARI,20/01/2024,DIPO GERBONG REJOSARI,NTR,a. PS,BTO,DGS,30 MBPS,INNER
7,JANUARI,17/01/2024,DISKOMINFO LAMPUNG UTARA QQ BAMBANG,MET,KENDALA BUTUH PT2NS/PT3,BTO,DGS,30 MBPS,METRO
9,JANUARI,20/01/2024,PT. BUANA VARIA KOMPUTAMA,TJK,a. PS,KPU,DBS,300 MBPS,INNER
18,JANUARI,26/01/2024,TOKO INDAH,TJK,a. PS,KPU,DBS,150MBPS,INNER
19,JANUARI,18/01/2024,BALAI KAMPUNG TANJUNG KERAJAN,MET,KENDALA BUTUH PT2NS/PT3,GTM,DBS,75 MBPS,METRO
1,FEBRUARI,23/02/2024,PT JURAGAN WIFI INDONESIA,KDT,a. PS,STN,DBS,50 MBPS,INNER
14,JANUARI,18/01/2024,PT CENTREPARK CITRA CORPORA  ,KDT,e. CANCEL,BTO,DBS,50 MBPS,INNER
15,JANUARI,20/01/2024,STAFF IT PTPN VII - 3,KDT,a. PS,STN,DGS,50 MBPS,INNER
16,JANUARI,18/01/2024,BRI UNIT NEGARA RATU,KBI,KENDALA BUTUH PT2NS/PT3,GTM,DBS,150 MBPS,METRO
4,JANUARI,20/01/2024,CENTREPARK CITRA CORPORA,NTR,a. PS,BTO,DBS,50MBPS,INNER
9,JANUARI,23/01/2024,RUMDIN WR4 UNILA - AYI AHADIAT  ,TJK,a. PS,KPU,DGS,50 MBPS,INNER
10,JANUARI,20/01/2024,CENTRAL PLAZA LAMPUNG ,TJK,a. PS,KPU,DBS,50 MBPS,INNER
11,JANUARI,21/01/2024,ROJO SAMBAL  ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
12,JANUARI,20/01/2024,SMP NEGERI 1 KIBANG  ,MET,a. PS,BTO,DBS,150 MBPS,METRO
1,JANUARI,20/01/2024,DERA CELL TEKNOLOGI ,UNT,a. PS,TA,DBS,150 MBPS,METRO
13,JANUARI,22/01/2024,MTSN 1 LAMPUNG TENGAH ,BDA,a. PS,BTO,DBS,150 MBPS,METRO
14,JANUARI,21/01/2024,PT MASSINDO KARYA PRIMA,KDT,a. PS,STN,DBS,50MBPS,INNER
15,JANUARI,21/01/2024,BNI KC METRO ,MET,a. PS,BTO,DBS,300 MBPS,METRO
16,JANUARI,21/01/2024,BIDANG SOSBUD LITBANG BAPEDA LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,150 MBPS,METRO
17,JANUARI,21/01/2024,BIDANG EKONOMI DAN PRASWIL BAPEDA LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,200MBPS,METRO
23,JANUARI,21/01/2024,RUANG SEKRETARIAT BAPEDA LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,150 MBPS,METRO
24,JANUARI,21/01/2024,RUANG SEKRETARIS BAPEDA LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,100 MBPS,METRO
1,JANUARI,21/01/2024,RUMDIN KABID KOMINFO TUBA,MGA,KENDALA BUTUH PT2NS/PT3,BTO,DGS,30MBPS,METRO
2,JANUARI,22/01/2024,BIDANG PENDANAAN BAPEDA LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,150MBPS,METRO
11,JANUARI,20/01/2024,PCN MR DIY XWAY,WJA,e. CANCEL,BTO,DBS,50 MBPS,METRO
3,JANUARI,22/01/2024,SMA CATUR KARYA,UNT,a. PS,TA,DBS,50 MBPS,METRO
4,JANUARI,22/01/2024,PERCETAKAN LOEBER,KBI,a. PS,GTM,DBS,75MBPS,PRINGSEWU
5,JANUARI,22/01/2024,BPBD LAMPUNG UTARA,KBI,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
7,JANUARI,22/01/2024,PT GLOBAL DISTRIBUSI INDOMAKMUR,TGP,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
9,JANUARI,23/01/2024,RUMDIN REKTOR UNILA - PROF LUSMEILIA  ,KDT,a. PS,STN,DGS,50 MBPS,INNER
10,JANUARI,22/01/2024,BPBD LAMPUNG UTARA,KBI,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
5,JANUARI,22/01/2024,SAPU NYAPAH LOSMEN,KRU,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
6,JANUARI,22/01/2024,KOPERASI DESA KRESNO MULYO,PRW,a. PS,BTO,DBS,200MBPS,PRINGSEWU
3,JANUARI,20/01/2024,WARKOP JHONY,KRU,a. PS,GTM,DBS,100 MBPS,PRINGSEWU
12,JANUARI,23/01/2024,PUSKESMAS PUNGGUR,MET,a. PS,GTM,DBS,50 MBPS,METRO
1,JANUARI,23/01/2024,S COMPUTER,UNT,a. PS,TA,DBS,300 MBPS,METRO
4,JANUARI,23/01/2024,PT NUSANTARA EKSPRES KILAT,SKD,a. PS,GTM,DBS,50 MBPS,METRO
5,JANUARI,30/01/2024,TOKO CAT SANG TIMUR,KDT,a. PS,BTO,DBS,50 MBPS,INNER
15,JANUARI,23/01/2024,KECAMATAN PARDASUKA PRINGSEWU  ,PRW,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
6,JANUARI,23/01/2024,BALAI PEKON DESA KEPUTRA,PRW,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
7,JANUARI,23/01/2024,WARUNG YUSUF,KOT,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
12,JANUARI,23/01/2024,MADRASAH ALIYAH MUBAROK,BKM,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
13,JANUARI,24/01/2024,PT AGATA BAJA METRO,MET,a. PS,BTO,DGS,VOICE,METRO
14,JANUARI,24/01/2024,SA KOMPUTER,UNT,a. PS,TA,DBS,100 MBPS,METRO
4,JANUARI,25/01/2024,TOKO AHSANA  ,TJK,a. PS,KPU,DBS,50MBPS,INNER
1,JANUARI,24/01/2024,SDS BAHARI AL ISLAM,MGA,a. PS,TA,DBS,75 MBPS,METRO
6,JANUARI,24/01/2024,POSPAM PENGADILAN AGAMA,SKD,a. PS,GTM,DBS,30 MBPS,METRO
2,JANUARI,24/01/2024,KLINIK HUSADA CANDIMAS ,KBI,a. PS,GTM,DBS,75 MBPS,PRINGSEWU
9,JANUARI,24/01/2024,MOMOYO ICE CREAM,KLR,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
3,NOVEMBER,22/11/2023,ITECH - LT1,MET,a. PS,BTO,DBS,50 MBPS,METRO
3,JANUARI,26/01/2024,WARNET,NTR,a. PS,BTO,DBS,300 MBPS,INNER
9,JANUARI,23/01/2024,STAF IT PT PSMI ,KDT,KENDALA BUTUH PT2NS/PT3,BTO,DES,30 MBPS,INNER
13,JANUARI,24/01/2024,SMK MUHAMMADIYAH 2 KALIREJO,KLR,a. PS,BTO,DBS,300 MBPS,PRINGSEWU
3,JANUARI,23/01/2024,PT MEGA AUTO FINANCE,TGP,a. PS,BTO,DGS,50 MBPS,PRINGSEWU
4,JANUARI,01/02/2024,Richeese Kuliner Indonesia,KDT,a. PS,STN,DES,50 MBPS,INNER
10,JANUARI,25/01/2024,RM MBOK WITO PRAMUKA,LKP,a. PS,SIM,DBS,50MBPS,INNER
5,JANUARI,25/01/2024,RUMDIN SEKDA LAMTENG ,KDT,a. PS,STN,DGS,30 MBPS,INNER
1,JANUARI,25/01/2024,BSI KC KEDATON ,KDT,a. PS,BTO,DBS,30 MBPS,INNER
6,JANUARI,25/01/2024,MI MUHAMMADIYAH BRAJA ASRI,WJA,a. PS,BTO,DBS,50 MBPS,METRO
1,JANUARI,30/01/2024,KANWIL KEMENKUMHAM LAMPUNG  ,TJK,a. PS,KPU,DGS,100 MBPS,INNER
8,JANUARI,25/01/2024,D.I.Y PROJECT ,LAM,a. PS,BTO,DBS,50 MBPS,METRO
9,JANUARI,25/01/2024,BAPPEDA METRO AULA   ,MET,a. PS,BTO,DGS,30 MBPS,METRO
5,JANUARI,24/01/2024,MA GUPPI SRAGI,SPS,BUTUH PT4,KPU,DBS,75 MBPS,INNER
1,FEBRUARI,06/02/2024,MIN 4 BANDAR LAMPUNG,TJK,a. PS,KPU,DBS,100 MBPS,INNER
6,JANUARI,24/01/2024,MEGA JAYA PERKASA MAKMUR  ,KDT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,INNER
3,JANUARI,24/01/2024,MEGA JAYA PERKASA MAKMUR  ,KDT,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,INNER
4,JANUARI,24/01/2024,KPPBC Tipe Madya Pabean B,PJN,e. CANCEL,GTM,DGS,30 MBPS,INNER
5,JANUARI,25/01/2024,BAPPEDA METRO SEKRETARIAT 2,MET,a. PS,BTO,DGS,30 MBPS,METRO
8,JANUARI,25/01/2024,MASTER COPIER TAMIMI ,TGP,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
9,JANUARI,25/01/2024,SMK MUHAMMADIYAH 2 KALIREJO,KLR,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
6,JANUARI,25/01/2024,KLINIK MEZATI (AZ-ZAHRA),KLR,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
15,JANUARI,25/01/2024,PT SARANA AGUNG MULIA SETIA  ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
7,JANUARI,26/01/2024,PT BNI (PERSERO) TBK KCP ,UNT,a. PS,TA,DBS,200MBPS,METRO
10,JANUARI,25/01/2024,UPTD PUSKESMAS REJOSARI,PRW,e. CANCEL,BTO,DBS,200MBPS,PRINGSEWU
11,JANUARI,26/01/2024,BIMAS ISLAM KEMENAG LAMTENG  ,BDA,a. PS,BTO,DBS,100 MBPS,METRO
12,JANUARI,26/01/2024,KANTOR TIYUH MEKAR ASRI ,MGA,a. PS,BTO,DBS,100 MBPS,METRO
2,JANUARI,30/01/2024,KPP PRATAMA NATAR ,NTR,a. PS,BTO,DBS,100 MBPS,INNER
13,JANUARI,25/01/2024,PT ANDIARTA MUZIZAT CAB TKG-KTB  ,KBI,KENDALA BUTUH PT2NS/PT3,GTM,DBS,50MBPS,PRINGSEWU
14,JANUARI,26/01/2024,SATPAS POLRES LAMPUNG TIMUR,SKD,a. PS,GTM,DBS,100 MBPS,METRO
15,JANUARI,25/01/2024,PT ANDIARTA MUZIZAT CAB TKG-JTA  ,KDT,KENDALA BUTUH PT2NS/PT3,STN,DBS,50MBPS,INNER
16,JANUARI,26/01/2024,DPD NASDEM METRO,MET,a. PS,BTO,DBS,50 MBPS,METRO
5,JANUARI,26/01/2024,INDAYANI,GDT,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
6,JANUARI,26/01/2024,SMK MUHAMMADIYAH 1 KALIREJO ,KLR,a. PS,BTO,DBS,75 MBPS,PRINGSEWU
7,JANUARI,26/01/2024,MEIFI FROZEN FOOD,PRW,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
2,JANUARI,26/01/2024,BALAI PEKON TANJUNG JATI ,KRU,a. PS,GTM,DBS,100 MBPS,PRINGSEWU
14,JANUARI,26/01/2024,PT MITRA BALI SUKSES,TJK,e. CANCEL,STN,DBS,75 MBPS,INNER
15,JANUARI,27/01/2024,POLRES LAMSEL QQ BUHARI,KLA,a. PS,KPU,DGS,30 MBPS,INNER
16,JANUARI,27/01/2024,HOTEL OMAH AKAS,TJK,a. PS,STN,DBS,100 MBPS,INNER
17,JANUARI,26/01/2024,ERWIN ROMEL ,LKP,KENDALA BUTUH PT2NS/PT3,SIM,DBS,50 MBPS,INNER
14,JANUARI,27/01/2024,POLRES LAMSEL QQ SUKRANA  ,KDT,a. PS,STN,DGS,30 MBPS,INNER
15,JANUARI,27/01/2024,TOKO REVAL ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
1,JANUARI,29/01/2024,MIS BUSTANUL ULUM,LAM,a. PS,BTO,DBS,50 MBPS,METRO
16,JANUARI,29/01/2024,SMA NEGRI 1 KALIREJO,KLR,a. PS,BTO,DBS,300 MBPS,PRINGSEWU
17,JANUARI,29/01/2024,HOTEL RINDU ALAM,BKM,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
25,JANUARI,27/01/2024,NIKEN MART,MET,a. PS,BTO,DBS,50 MBPS,METRO
26,JANUARI,27/01/2024,DINAS KESEHATAN LAMPUNG TIMUR QQ RIA  ,SKD,a. PS,GTM,DGS,30 MBPS,METRO
5,JANUARI,27/01/2024,MECCA GALERY FASHION & KIDS,MET,a. PS,BTO,DBS,50 MBPS,METRO
4,JANUARI,29/01/2024,SMAN 1 PAGELARAN,PRW,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
4,JANUARI,28/01/2024,MIS BUSTANUL ULUM ,LAM,a. PS,BTO,DBS,50 MBPS,METRO
27,JANUARI,28/01/2024,TOKO REZA,KBI,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
28,JANUARI,29/01/2024,SMAN 1 PAGELARAN LAB,PRW,a. PS,BTO,DBS,150 MBPS,PRINGSEWU
1,JANUARI,29/01/2024,SAT RESKRIM POLRES TULANG BAWANG,MGA,e. CANCEL,BTO,DBS,150 MBPS,METRO
2,JANUARI,30/01/2024,KPP PRATAMA NATAR ,NTR,a. PS,BTO,DBS,100 MBPS,INNER
3,JANUARI,30/01/2024,SINAR ELEKTRONIK,WJA,a. PS,BTO,DBS,100 MBPS,METRO
4,JANUARI,30/01/2024,PHU KANTOR KEMENTRIAN AGAMA TULANG BAWANG BARAT,MGA,a. PS,TA,DBS,150 MBPS,METRO
10,JANUARI,30/01/2024,SMP NEGRI 1 KALIREJO,KLR,a. PS,BTO,DBS,200 MBPS,PRINGSEWU
3,JANUARI,30/01/2024,SMP NEGRI 1 KALIREJO,KLR,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
11,JANUARI,30/01/2024,DISDUKCAPIL PRINGSEWU,PRW,a. PS,BTO,DBS,150MBPS,PRINGSEWU
2,JANUARI,02/02/2024,MIN 6 BANDAR LAMPUNG,KDT,a. PS,STN,DBS,100 MBPS,INNER
8,JANUARI,30/01/2024,PT SANATEL,NTR,e. CANCEL,BTO,DES,50MBPS,INNER
21,JANUARI,31/01/2024,SD NEGERI 2 KAMPUNG BARU,KDT,a. PS,BTO,DBS,50MBPS,INNER
9,JANUARI,31/01/2024,SD N 1 WAYKANDIS,KDT,a. PS,STN,DBS,50 MBPS,INNER
7,JANUARI,02/02/2024,SDN 8 KRUI  ,KRU,a. PS,GTM,DBS,50MBPS,PRINGSEWU
11,JANUARI,31/01/2024,FAHRIAN BORDIR KOMPUTER ,UNT,a. PS,TA,DBS,100 MBPS,METRO
1,FEBRUARI,16/02/2024,MIT MUHAMMADIYAH BANDAR LAMPUNG,KDT,a. PS,STN,DBS,50 MBPS,INNER
19,JANUARI,31/01/2024,SDN 6 METRO TIMUR,MET,a. PS,BTO,DBS,50 MBPS,METRO
20,JANUARI,30/01/2024,SMA NEGERI 1 BUKIT KEMUNING,BKM,e. KENDALA PELANGGAN,BTO,DBS,50 MBPS,PRINGSEWU
2,FEBRUARI,16/02/2024,SDN 1 KUPANG KOTA,TJK,a. PS,KPU,DBS,75 MBPS,INNER
6,JANUARI,31/01/2024,SD ISLAM TERPADU CINTA ILLAHI,BDA,a. PS,BTO,DBS,50MBPS,METRO
9,JANUARI,31/01/2024,LOKA POM TULANG BAWANG,MGA,a. PS,BTO,DGS,200 MBPS,METRO
22,JANUARI,31/01/2024,LPK FARAFI COMPUTER ,MET,a. PS,BTO,DBS,75 MBPS,METRO
10,JANUARI,31/01/2024,SMK MAARIF 1 METRO,MET,a. PS,GTM,DBS,50 MBPS,METRO
11,JANUARI,31/01/2024, PT INTI KERTASINDO SINAR CEMERLANG,MET,a. PS,GTM,DBS,50 MBPS,METRO
4,JANUARI,31/01/2024,PWRI GUNUNG SUGIH,BDA,a. PS,BTO,DBS,50 MBPS,METRO
23,JANUARI,31/01/2024,KOPERASI PEKON PANUTAN ,PRW,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
12,JANUARI,31/01/2024,MOMOYO ICE CREAM,KOT,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
9,JANUARI,31/01/2024,DINAS PERIKANAN KABUPATEN PRINGSEWU,PRW,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
13,JANUARI,01/02/2024,DINASTEL POST SATPAM MAJAPAHIT   ,TJK,a. PS,KPU,DBS,50 MBPS,INNER
18,JANUARI,01/02/2024,DINASTEL RUANG INDEX MAJAPAHIT  ,TJK,a. PS,KPU,DBS,300 MBPS,INNER
19,JANUARI,01/02/2024,DINASTEL RUANG INDEX MAJAPAHIT,TJK,a. PS,KPU,DBS,300 MBPS,INNER
20,JANUARI,01/02/2024,PT MEGA AUTO FINANCE,TJK,a. PS,KPU,DBS,50 MBPS,INNER
21,JANUARI,01/02/2024,SDN 2 PANJANG UTARA ,PJN,a. PS,GTM,DBS,50 MBPS,INNER
6,JANUARI,01/02/2024,SMP NEGERI 29 BANDAR LAMPUNG,KDT,a. PS,STN,DBS,200 MBPS,INNER
2,JANUARI,31/01/2024,PT. TEKNOLOGI MADANI UTAMA ,KBI,e. CANCEL,GTM,DBS,50 MBPS,PRINGSEWU
3,JANUARI,31/01/2024,PT. TEKNOLOGI MADANI UTAMA,WJA,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50 MBPS,METRO
15,JULI,22/02/2024,BPKAD LAMPURA QQ IRBAN,KBI,a. PS,DCM,DGS,30 MBPS,PRINGSEWU
4,JANUARI,01/02/2024,BPR LIPAT GANDA QQ KC SIDOMULYO,KLA,a. PS,KPU,DBS,75 MBPS,INNER
5,JANUARI,01/02/2024,YAYASAN PUTRA MENGGALA NASIONAL,MGA,a. PS,TA,DBS,200 MBPS,METRO
4,JANUARI,01/02/2024,GEDUNG DAKWAH MUHAMMADIYAH KAB LAMTIM ,SKD,a. PS,GTM,DBS,50 MBPS,METRO
7,JANUARI,01/02/2024,SDN 2 METRO SELATAN,MET,a. PS,BTO,DBS,75 MBPS,METRO
10,JANUARI,01/02/2024,YAYASAN PADEPOKAN AL HIKMAH QOLBUN SALIM,BDA,a. PS,BTO,DBS,200 MBPS,METRO
6,JANUARI,01/02/2024,MBC SWALAYAN  METRO,MET,a. PS,BTO,DBS,50 MBPS,METRO
9,JANUARI,01/02/2024,UNIVERSITAS MAARIF LAMPUNG,MET,a. PS,BTO,DBS,300 MBPS,METRO
8,JANUARI,01/02/2024,UD. SINAR LAUT,KRU,a. PS,GTM,DBS,100 MBPS,PRINGSEWU
8,JANUARI,02/02/2024,SD N 3 KALIREJO,KLR,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
1,JANUARI,03/02/2024,PERDANA CELL 2,KLA,a. PS,KPU,DBS,100 MBPS,INNER
9,JANUARI,02/02/2024,KANTOR POLISI PAMONG PRAJA PRINGSEWU  ,PRW,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
1,FEBRUARI,22/02/2024,KPPBC Tipe Madya Pabean B Bandar Lampung - MCR,PJN,a. PS,GTM,DGS,100 MBPS,INNER
1,FEBRUARI,20/02/2024,SARPRAS Polda Lampung,KDT,a. PS,STN,DGS,50MBPS,INNER
5,JANUARI,01/02/2024,PT SURYA MEGALINK BARATAMA,KBI,e. CANCEL,GTM,DBS,150 MBPS,PRINGSEWU
3,JANUARI,02/02/2024,PT SANATEL,KDT,e. CANCEL,STN,DES,50 MBPS,INNER
10,JANUARI,02/02/2024, PT PNM QQ RUMDIN DEDI,GDT,e. CANCEL,BTO,DES,75 MBPS,PRINGSEWU
2,JANUARI,03/02/2024,NONA GALLERY,MET,a. PS,GTM,DBS,100 MBPS,METRO
3,JANUARI,03/02/2024,DAYAT TAYLOR ,LAM,a. PS,BTO,DBS,150 MBPS,METRO
4,JANUARI,03/02/2024,ATI COMPUTER,LAM,a. PS,BTO,DBS,50 MBPS,METRO
6,JANUARI,02/02/2024,PENGADILAN AGAMA SUKADANA QQ WAKIL  ,SKD,KENDALA BUTUH PT2NS/PT3,GTM,DGS,30 MBPS,METRO
2,JANUARI,05/02/2024,CV SHEREEN CIPTA MAKMUR  ,KDT,a. PS,STN,DBS,50MBPS,INNER
1,JANUARI,04/02/2024,BIDAN KASIH BUNDA  ,UNT,a. PS,TA,DBS,300MBPS,METRO
7,JANUARI,03/02/2024,DINAS TENAGA KERJA DAN PERINDRUSTIAN,LIW,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
8,JANUARI,03/02/2024,MIA SAN MIA BARBERSHOP,PRW,a. PS,BTO,DBS,100 MBPS,PRINGSEWU
4,JANUARI,04/02/2024,TOKO PAKAIAN ANUGERAH 35.000 ,UNT,a. PS,TA,DBS,300MBPS,METRO
3,JANUARI,04/02/2024,JOKO WIJAKSONO,BDU,a. PS,BTO,DBS,50MBPS,PRINGSEWU
6,JANUARI,04/02/2024,DINAS TENAGA KERJA LAMBAR,LIW,a. PS,GTM,DBS,300MBPS,PRINGSEWU
2,JANUARI,04/02/2024,KELURAHAN PASAR KRUI,KRU,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
10,JANUARI,04/02/2024,PERGURUAN TINGGI MITRA YAYASAN AMINULLAH ,KRU,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
5,JANUARI,05/02/2024,SUPARDI,NTR,a. PS,BTO,DBS,200MBPS,INNER
7,JANUARI,05/02/2024,PUSKESMAS KAMPUNG SAWAH,TJK,a. PS,KPU,DBS,150 MBPS,INNER
5,JANUARI,04/02/2024,PT BINTANG LAMPUNG LESTARI,MET,KENDALA BUTUH PT2NS/PT3,GTM,DBS,100MBPS,METRO
8,JANUARI,05/02/2024,PUSKESMAS BAKUNG ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
6,JANUARI,05/02/2024,PT INDAH BERLIAN UTAMA,NTR,a. PS,BTO,DBS,50MBPS,INNER
12,JANUARI,05/02/2024,CV SHEREEN CIPTA MAKMUR  ,TJK,a. PS,KPU,DBS,200MBPS,INNER
,JANUARI,05/02/2024,PERGURUAN TINGGI MITRA YAYASAN AMINULLAH PESISIR BARAT ,KRU,a. PS,GTM,DBS,50MBPS,PRINGSEWU
14,JANUARI,05/02/2024,SMP N 1 GUNUNG SUGIH ,BDA,a. PS,BTO,DBS,200MBPS,METRO
16,JANUARI,05/02/2024,BAWASLU KOTA METRO,MET,a. PS,GTM,DBS,50MBPS,METRO
17,JANUARI,05/02/2024,SLB WIYATA DHARMA ,MET,a. PS,GTM,DBS,75 MBPS,METRO
21,JANUARI,05/02/2024,MOMOYO ICE CREAM ,MGA,a. PS,BTO,DBS,50MBPS,METRO
15,JANUARI,05/02/2024,BAWASLU KOTA METRO,MET,a. PS,GTM,DBS,50MBPS,METRO
22,JANUARI,05/02/2024,SARPRAS Polres Waykanan,BDU,a. PS,BTO,DGS,50MBPS,PRINGSEWU
25,JANUARI,05/02/2024,SARPRAS Polres Pringsewu,PRW,a. PS,BTO,DGS,50MBPS,PRINGSEWU
2,FEBRUARI,19/02/2024,PENYELENGGARA HINDU KEMENAG LAMPUNG SELATAN,KLA,a. PS,KPU,DBS,50 MBPS,INNER
2,FEBRUARI,06/02/2024,PT AMALIA BEATO SENZA,TJK,a. PS,KPU,DBS,300 MBPS,INNER
3,FEBRUARI,06/02/2024,PT AMALIA BEATO SENZA,TJK,a. PS,KPU,DBS,300 MBPS,INNER
7,FEBRUARI,06/02/2024,Mega Indriani,TJK,a. PS,KPU,DBS,75 Mbps,INNER
1,JANUARI,07/02/2024,PT REKSA TRANSAKSI SUKSES MAKMUR  ,TJK,a. PS,KPU,DBS,50 MBPS,INNER
2,JANUARI,07/02/2024,Wisma 2 Putri,KDT,a. PS,STN,DBS,50 MBPS,INNER
1,MARET,14/03/2024,PT. AIA FINANCIAL,TJK,a. PS,KPU,DGS,200 MBPS,INNER
1,MARET,14/03/2024,PT IDEXPRESS LOGISTIK INDONESIA ,TJK,a. PS,KPU,DBS,100 MBPS,INNER
1,MARET,08/03/2024,KJPP Sugianto Prosodjo dan Rekan Cab. Lampung,TJK,a. PS,KPU,DBS,75 MBPS,INNER
3,FEBRUARI,19/02/2024,PT. SUMBER KARYA BERKAH,KDT,a. PS,STN,DBS,200 MBPS,INNER
2,MARET,14/03/2024,PT. KINISO AGENSY INDONESIA,KDT,a. PS,STN,DBS,200 MBPS,INNER
4,JANUARI,05/02/2024,SUNARDI SERVICE,NTR,KENDALA BUTUH PT2NS/PT3,BTO,DBS,50MBPS,INNER
2,FEBRUARI,12/02/2024,RUANG SDM POLDA ,KDT,a. PS,STN,DBS,30 MBPS,INNER
2,MARET,29/03/2024,RUMAH KOST PUTRA ALNAFIZ  ,KDT,a. PS,STN,DBS,50 MBPS,INNER
8,FEBRUARI,08/02/2024,TOKO BERAS & SEMBAKO MARDIANA  ,KLA,a. PS,KPU,DBS,300 MBPS,INNER
9,FEBRUARI,06/02/2024,BAPPEDA METRO R. SEKRETARIAT 1,MET,a. PS,BTO,DGS,50 MBPS,METRO
4,JANUARI,07/02/2024,TOKO BERAS & SEMBAKO MARDIANA,KLA,a. PS,KPU,DBS,300MBPS,INNER
5,JANUARI,07/02/2024,SMK IT MUTIARA BANGSA,MET,a. PS,BTO,DBS,75MBPS,METRO
6,JANUARI,07/02/2024,SMP PGRI 1 BATANGHARI,MET,a. PS,GTM,DBS,50MBPS,METRO
13,FEBRUARI,06/02/2024,Gloa,TGP,a. PS,BTO,DBS,200MBPS,PRINGSEWU
1,FEBRUARI,09/02/2024,Wisma Wita,KDT,a. PS,STN,DBS,50MBPS,INNER
7,JANUARI,07/02/2024,DINAS PERHUBUNGAN KAB TULANG BAWANG BARAT ,MGA,a. PS,BTO,DBS,75 mbps,METRO
8,JANUARI,07/02/2024,SETDAKAB PEMDA TUBABAR BAGIAN PEREKONOMIAN ,MGA,a. PS,TA,DBS,150 MBPS,METRO
9,JANUARI,07/02/2024,KGR CELL ,MGA,a. PS,BTO,DBS,100 MBPS,METRO
12,JANUARI,07/02/2024,Eko Wocaksono,TGP,a. PS,BTO,DBS,50 MBPS,PRINGSEWU
13,JANUARI,07/02/2024,PERJUANGAN KAB PRINGSEWU,PRW,a. PS,BTO,DBS,50MBPS,PRINGSEWU
14,JANUARI,07/02/2024,MOMOYO ICE CREAM,KRU,a. PS,GTM,DBS,50 MBPS,PRINGSEWU
17,JANUARI,07/02/2024,WR. Aga,PRW,a. PS,BTO,DBS,50MBPS,PRINGSEWU
1,FEBRUARI,08/02/2024,PT. CITRA KARYA SEJATI LAMPUNG,KDT,a. PS,STN,DBS,50MBPS,INNER
1,MARET,05/03/2024,SDIT AN-NAHL,TJK,a. PS,KPU,DBS,50 MBPS,INNER
1,MARET,01/03/2024,PT SATU AKSES INDONESIA,TJK,a. PS,KPU,DBS,50 MBPS,INNER
2,FEBRUARI,08/02/2024,Handri Wijaya,KDT,a. PS,STN,DBS,150 MBPS,INNER
